frame,accident_track_id,other_track_id,center_distance,normalized_distance,horizontal_offset,vertical_offset,iou,other_confidence,interaction_score
346,125,127,367.0798164314838,0.1850060605925067,-367.0698947906494,2.698883056640625,0.5702037029255426,0.372357428073883,1.9842849464435752
351,125,14,181.47484784334688,0.0984541779779087,-160.37962341308594,-84.9205322265625,0.1675720891950122,0.659038782119751,1.2455144241847573
352,125,14,179.79141064258647,0.09633814449385802,-156.45022201538086,-88.59051513671875,0.17623869945862347,0.6983710527420044,1.2646047430421437
353,125,14,180.61402931164326,0.09570110355294721,-158.5235595703125,-86.55465698242188,0.19081608904895078,0.6939622759819031,1.2942898333264814
354,125,14,184.0210864396378,0.09583672479079414,-162.75064277648926,-85.88357543945312,0.20119806116317787,0.7120078802108765,1.3149408266397742
356,125,14,193.10667204633384,0.09948291259707862,-173.00228309631348,-85.79275512695312,0.21936416680052348,0.6105330586433411,1.3482467886336122
360,125,127,317.03882977552985,0.16285302333728813,-316.9950923919678,-5.266021728515625,0.5840442326670967,0.4094361364841461,2.028042371744555
361,125,127,328.4671366843322,0.1658634595783504,-328.4563789367676,-2.65838623046875,0.5913771775358888,0.5298604369163513,2.0404877300946667
362,125,127,368.2354820026273,0.1894530900089549,-368.226957321167,-2.505615234375,0.6019530414865784,0.3220219016075134,2.0446286036002386
