frame,accident_track_id,other_track_id,center_distance,normalized_distance,horizontal_offset,vertical_offset,iou,other_confidence,interaction_score,distance_change,iou_change,approaching,separating,state
351,125,14,181.47484784334688,0.0984541779779087,-160.37962341308594,-84.9205322265625,0.1675720891950122,0.659038782119751,1.245514424184757,,,False,False,OVERLAP
352,125,14,179.79141064258647,0.096338144493858,-156.45022201538086,-88.59051513671875,0.1762386994586234,0.6983710527420044,1.2646047430421437,-0.0021160334840507056,0.00866661026361118,False,False,OVERLAP
353,125,14,180.6140293116433,0.0957011035529472,-158.5235595703125,-86.55465698242188,0.1908160890489507,0.6939622759819031,1.2942898333264814,-0.0006370409409107991,0.014577389590327311,False,False,OVERLAP
354,125,14,184.0210864396378,0.0958367247907941,-162.75064277648926,-85.88357543945312,0.2011980611631778,0.7120078802108765,1.3149408266397742,0.0001356212378468974,0.01038197211422709,False,False,OVERLAP
356,125,14,193.10667204633384,0.0994829125970786,-173.00228309631348,-85.79275512695312,0.2193641668005234,0.6105330586433411,1.3482467886336122,0.0036461878062845066,0.01816610563734561,False,False,OVERLAP
346,125,127,367.0798164314838,0.1850060605925067,-367.0698947906494,2.698883056640625,0.5702037029255426,0.372357428073883,1.9842849464435752,,,False,False,HIGH_OVERLAP
360,125,127,317.03882977552985,0.1628530233372881,-316.9950923919678,-5.266021728515625,0.5840442326670967,0.4094361364841461,2.028042371744555,-0.02215303725521861,0.013840529741554142,True,False,HIGH_OVERLAP
361,125,127,328.4671366843322,0.1658634595783504,-328.4563789367676,-2.65838623046875,0.5913771775358888,0.5298604369163513,2.0404877300946667,0.0030104362410622865,0.007332944868792102,False,False,HIGH_OVERLAP
362,125,127,368.2354820026273,0.1894530900089549,-368.226957321167,-2.505615234375,0.6019530414865784,0.3220219016075134,2.0446286036002386,0.023589630430604525,0.010575863950689546,False,True,HIGH_OVERLAP
