incident_id,accident_track_id,other_track_ids,start_frame,end_frame,duration_frames,duration_seconds,interaction_events,peak_iou,peak_iou_frame,min_normalized_distance,min_distance_frame,interaction_intensity,proximity_level,motion_pattern,event_type,evidence_classifications,evidence_trends,description
1,125,"14,127",346,362,17,0.819,3,0.602,362,0.0957,353,VERY_HIGH,VERY_CLOSE,SEPARATING,COLLISION_CANDIDATE,HIGH_INTERACTION|INTERACTION,SEPARATING|STABLE,"Track 125 interacted with track(s) 14,127 over approximately 0.82 seconds. Peak overlap was 0.602, with minimum normalized distance 0.096. Interaction intensity: VERY_HIGH. Proximity: VERY_CLOSE. Motion pattern: SEPARATING. Event type: COLLISION_CANDIDATE."
